門市名稱,地址,營業時間,座標,電話,,親子友善空間,手沖體驗門市,座位30席以上,輕食早午餐,手做蛋糕,貝果,免費Wifi,會議型空間租借,高鐵TGO兌換
南港蔦屋門市,台北市 南港區 忠孝東路7段369號2樓(南港CITYLINK A棟),"週一至週四 11:00-21:30
               週五、週六 08:30-22:30
               週日 08:30-21:30","25.052442142014083, 121.6035319738823",02-2783-6613,,無,無,有,有,有,有,有,無,無
高雄建楠門市,高雄市 楠梓區 建楠路145號,週一至週日 07:00-22:00,"22.726796677377113, 120.3265365118502",07-355-1187,,無,無,有,有,有,無,有,無,無
豐原圓環門市,台中市 豐原區 圓環北路一段338號1、2樓,週一至週日 07:00-21:00,"24.25870722238499, 120.72047759127916",04-2527-6566,,無,無,有,有,有,無,有,無,無
屏東環球門市,屏東縣 屏東市 仁愛路90號(屏東環球購物中心),週一至週日 07:00-22:00,"22.6731934,120.4914438",08-732-0905,,無,無,有,有,有,無,有,無,無
新竹台積電7廠門市,新竹市 東區 研新二路6號,週一至週日 07:30-19:00,"24.7787667,120.9922017",03-579-4613,,無,無,有,有,有,無,無,無,無
台大卓越門市,台北市 大安區 羅斯福路四段1號2樓(卓越聯合商場),週一至週日 08:00-20:00,"25.014548406722078, 121.53789662120995",02-2367-6613,,無,無,有,有,有,有,有,無,無
新板傑仕堡門市,新北市 板橋區 縣民大道二段277號1樓,週一至週日 07:00-21:00,"25.017618093347977, 121.46953978766427",02-2257-0613,,無,無,有,有,有,有,無,無,有
第三波咖啡 崇德直營門市,台中市 北屯區 崇德路三段181號,週一至週日 07:30-22:00,"24.1871019,120.6860156",04-2422-4613,,無,無,有,有,有,有,有,無,無
高雄龍德門市,高雄市 鼓山區 龍德路409號,週一至週日 07:00-21:00,"22.6573491,120.296888",07-555-0969,,無,無,有,有,有,無,有,無,有
台南台積電P5廠門市,台南市 善化區 南科九路17號(台積電P5廠),週一至週五 07:30-20:00,"23.112931374553163, 120.26748459784467",06-505-3613,,無,無,有,有,有,無,有,無,無
小港桂林門市,高雄市 小港區 桂華街66號,週一至週日 07:00-21:30,"22.5832308,120.360046",07-791-0613,,無,無,有,有,有,有,有,無,有
桃園市府門市,桃園市 桃園區 縣府路186號,週一至週日 07:00-21:00,"24.994918091679203, 121.3011251816186",03-336-6222,,無,無,有,有,有,無,有,無,無
基隆七堵門市,基隆市 七堵區 福五街28號,週一至週日 07:00-21:00,"25.0832101,121.6991417",02-2451-3551,,無,無,有,有,有,有,有,無,無
信義金山直營門市,台北市 大安區 信義路二段128號,週一至週日 07:00-21:00,"25.0337531,121.5281397",02-2341-2613,,無,無,有,有,有,無,有,無,有
金門金城門市,金門縣 金城鎮 環島北路一段19號,週一至週日 07:00-21:30,"24.441129626815584, 118.32236825327537",082-311-213,,無,無,有,有,有,有,有,無,無
第三波咖啡 高雄大立蔦屋門市,高雄市 前金區 五福三路57號2樓,週一至週日 11:00-21:30,"22.621637754639767, 120.2984818433519",07-241-2613,,無,無,有,有,有,有,有,無,無
博愛北平門市,高雄市 三民區 博愛一路336號,週一至週日 07:00-22:00,"22.6500591,120.3037305",07-323-4613,,無,無,有,有,有,有,有,無,有
五權美村門市,台中市 西區 美村路一段689號,週一至週日 07:00-22:00,"24.1353092,120.6618459",04-2378-5559,,無,無,有,有,有,有,有,無,無
永和捷運門市,新北市 永和區 仁愛路313號1樓,週一至週日 07:00-21:00,"25.00775192066152, 121.50339316627759",02-2929-2613,,無,無,有,有,有,有,有,無,有
桃園中路門市,桃園市 桃園區 正光路181號,週一至週日 07:00-21:00,"24.9962326,121.2948467",03-379-7666,,無,無,有,有,有,有,有,無,無
美村直營門市,台中市 西區 美村路一段103號,週一至週日 07:00-20:00,"24.1526472,120.6618804",04-2322-1613,,無,無,有,有,有,有,有,無,有
民權復興門市,台北市 松山區 民權東路三段132號1樓,週一至週日 07:00-21:00,"25.06176414439212, 121.54622986102393",02-2716-9613,,無,無,有,有,有,有,有,無,有
庫倫承德門市,台北市 大同區 承德路三段238號,週一至週日 07:00-21:00,"25.0725254,121.5184872",02-2595-2221,,無,無,有,有,有,有,有,無,無
八德光復門市,台北市 松山區 八德路三段237號1+2樓,"週一至週五 07:00-19:00
週六週日 08:00-19:00","25.04825169142092, 121.55728786782993",02-2579-3110,,無,無,有,有,有,有,有,無,無
新營門市,台南市 新營區 三民路152-1號,週一至週日 07:00-22:00,"23.3064948,120.3103727",06-633-0613,,無,無,有,有,有,有,有,無,有
復興辛亥門市,台北市 大安區 辛亥路二段205號,"週一至週五 07:00-21:00
週末、國定假日07:00-16:00","25.0216931,121.5423914",02-2738-0658,,無,無,有,有,有,有,有,有,無
高雄五甲門市,高雄市 鳳山區 五甲三路35號,週一至週日 07:00-23:00,"22.5925399,120.3274585",07-821-7456,,無,無,有,有,有,有,有,無,無
淡水捷運門市,新北市 淡水區 中正路1號,"週一至週五 6:30-21:00
                週六、週日7:00-21:00","25.167270948440596, 121.44648454985742",02-2628-3613,,無,無,有,有,有,有,有,無,有
大溪慈湖門市,桃園市 大溪區 慈湖路22號,週一至週日 07:00-22:00,"24.8837831,121.289095",03-387-3399,,無,無,有,有,有,有,有,無,無
北科光華門市,台北市 大安區 新生南路一段1號光華館1樓,"週一至週五 07:30-19:00
週六至週日 8:00-16:30","25.044009579551975, 121.53322212153728",02-8771-6613,,無,無,有,有,有,有,有,無,無
台中科大門市,台中市 北區 中華路二段120之3號1樓、2樓,週一至週日 07:00-22:00,"24.152345799347405, 120.68228755415889",04-2208-0508,,無,無,有,有,有,有,有,無,無
苗栗縣府門市,苗栗縣 苗栗市 建功里民族路70-1與70-2號,週一至週日 07:00-21:30,"24.563385437048467, 120.81875116319297",037-366-886,,無,無,有,有,有,有,有,無,無
高雄一心門市,高雄市 前鎮區 一心二路39號,週一至週日 07:00-22:00,"22.61096712187406, 120.31109640877",07-331-1387,,無,無,有,有,有,有,有,無,無
大里國光門市,台中市 大里區 國光路二段147號1+2樓、149號1樓,週一至週日 07:00-21:30,"24.102621989400397, 120.68153693147143",04-2407-1177,,無,無,有,有,有,有,有,無,無
高雄覺民門市,高雄市 三民區 覺民路239-241號,週一至週日 07:00-22:00,"22.63961115232502, 120.33875426876197",07-381-3061,,無,無,有,有,有,有,有,無,無
TICC外貿協會門市,台北市 信義區 信義路五段1號 102會議室旁,週一至週日 07:00-17:00,"25.033334097275795, 121.56034996231061",02-2345-8613,,無,無,有,有,有,有,有,無,有
民生敦北門市,台北市 松山區 民生東路四段71號,週一至週日 07:00-21:00,"25.05802274717099, 121.5512365416694",02-2719-4613,,無,無,有,有,有,有,有,無,有
天母米蘭門市,台北市 北投區 天母西路132及132之1號,"週一至週五 07:00-21:30
               週六、週日 07:30-21:30","25.119097813600746, 121.5220963241967",02-2820-6613,,無,無,有,有,有,有,有,無,有
遠企四維門市,台北市 大安區 四維路170巷2號1樓,週一至週日 07:00-21:00,"25.028092807028017, 121.54791926258066",02-2325-6613,,無,無,有,有,有,有,有,無,有
忠孝新生門市,台北市 中正區 新生南路一段56號,週一至週日 07:00-19:00,"25.041178327978077, 121.53268593876365",02-2321-5613,,無,無,有,有,有,有,有,無,有
國防醫學院門市,台北市 內湖區 民權東路六段161號(博愛大樓1樓),7:00-17:00,"25.07124372027783, 121.59568786922527",02-8792-8530,,無,無,無,有,有,無,無,無,無
高雄華夏門市,高雄市 左營區 華夏路1303號,週一至週日 07:00-22:00,"22.68573706106594, 120.31112454215688",07-348-4613,,無,無,有,有,有,有,有,無,無
員林中山門市,彰化縣 員林市 中山路一段785號,週一至週日 07:00-21:00,"23.958395304047176, 120.57059522623204",04-831-0520,,無,無,有,有,有,有,有,無,無
象山藝文門市,台北市 信義區 信義路五段95號,週一至週日 07:00-21:00,"25.03340126943652, 121.57193897469324",02-8786-0393,,無,無,有,有,有,有,有,無,有
三重中華門市,新北市 三重區 中華路41號1樓、2樓,週一至週日 07:00-21:00,"25.061738373202285, 121.48361842345328",02-29711613,,無,無,有,無,有,有,有,無,無
葡眾內湖門市,台北市 內湖區 南京東路六段451巷33號、35號,週一至週日 07:00-21:00,"25.06162193007045, 121.58686109092204",02-2793-8613,,無,無,有,無,無,有,無,無,有
中崙大潤發門市,台北市 中山區 八德路二段306號B1,週一至週日 07:00-22:00,"25.045679415858093, 121.54290849289816",02-8772-5613,,無,無,有,有,有,有,有,無,有
國道湖口門市,新竹縣 湖口鄉 國強街1巷8號,週一至週日 07:00-21:00 連續假期會配合服務區規定調整營業時間,"24.857433242383696, 121.00986882597765",03-597-7630,,無,無,無,有,有,有,無,無,無
北醫大校區門市,台北市 信義區 吳興街250號,"週一至週五 07:00-21:00
週六 08:00-18:00
週日公休
寒暑假 週一至週五 08:00-18:00
週六、日公休","25.025854451171103, 121.56213649076979",02-2736-0613,,無,無,有,有,有,有,有,無,無
新店京站門市,新北市 新店區 中央路157號1樓,週一至週日 07:00-22:30,"24.97286314283689, 121.52989712759772",02-8913-6018,,無,無,有,有,有,有,有,無,無
林口文三門市,新北市 林口區 文化三路二段217-1號,7:00-20:00,"25.083521,121.376555",02-2600-5669,,無,無,有,有,有,有,有,無,無
湖口站前門市,新竹縣 湖口鄉 中山路二段176號,週一至週五 06:30-17:00 週六日 07:00-17:00,"24.903138813505333, 121.04457877012617",03-590-5152,,無,無,有,有,有,有,有,無,無
士林中正門市,台北市 士林區 中正路278號1F-3F,週一至週日 07:00-21:00,"25.094999757207052, 121.52386200344384",02-28333613,,無,無,有,有,有,有,有,無,有
埔里酒廠門市,南投縣 埔里鎮 中山路三段219號,7:00-21:00,"23.9680282,120.9595099",049-299-9323,,無,無,有,有,有,有,有,無,無
高雄後昌門市,高雄市 楠梓區 後昌路622號,7:00-21:00,"22.7083489,120.298999",07-363-8118,,無,無,有,有,有,有,有,無,無
光復南京門市,台北市 松山區 南京東路四段166號,"週一至週五 07:00-21:00
               週六、週日 08:00-21:00","25.0512799,121.556747",02-2545-9555,,無,無,有,有,有,無,有,無,無
台中高鐵門市,台中市 烏日區 站區二路8號,"週一至週四 06:00-21:00
週五至週日 06:00-22:00","24.11188109813099, 120.6156799800051",04-3600-0613,,無,無,有,有,有,有,有,無,有
萬華東園門市,台北市 萬華區 東園街106號,週一至週日 07:00-21:00,"25.0242348,121.4971493",02-2305-6613,,無,無,有,有,有,有,有,無,有
楊梅站前門市,桃園市 楊梅區 大成路165號,週一至週日 07:00-21:00,"24.9119764,121.1456587",03-488-2613,,無,無,有,有,有,有,有,無,無
高雄七賢門市,高雄市 新興區 林森一路230號,週一至週日 07:00-22:00,"22.6330553,120.3050522",07-281-0968,,無,無,有,有,有,有,有,無,無
新莊中悅門市,新北市 新莊區 中原路558號1樓,週一至週日 07:00-22:00,"25.054637636284713, 121.4451224827855",02-8522-9919,,無,無,有,有,有,有,有,無,無
亞大醫院門市,台中市 霧峰區 南柳里福新路222號B1,週一至週五 07:30-19:30 、週六 07:30-13:30,"24.053587069112744, 120.68602707391337",04-2331-0622,,無,無,無,有,有,有,無,無,無
鼎盛大樓門市,台中市 西屯區 市政北二路236號三樓之1 (櫃位307),(即將為您服務) 週一至週五 07:00-21:00,"24.16342419,120.6375545",,,無,無,無,無,無,無,無,無,無
堤頂407門市,台北市 內湖區 堤頂大道二段407巷24號1樓,"週一至週六 07:00-18:00
                週日公休","25.0811275351769, 121.56386104589565",02-2627-6613,,無,無,有,有,有,有,有,無,有
建國花市門市,台北市 大安區 信義路三段104號,週一至週日 07:00-21:00,"25.033292532502422, 121.5382310702455",02-2700-3613,,無,無,有,有,有,有,有,無,無
建成圓環門市,台北市 大同區 南京西路264號,週一至週日 07:00-21:00,"25.053714753603064, 121.5150164577087",02-2552-3613,,無,無,有,有,有,有,有,無,有
台積電Q廠門市,桃園市 龍潭區 龍園六路101號A2,週一至週五 07:30-19:00 週六、週日公休,"24.883609592992553, 121.18555614994295",03-563-6688 分機: 7214519,,無,無,有,有,有,有,有,無,無
仁愛明曜門市,台北市 大安區 仁愛路四段151巷25號,週一至週五 07:00-21:00,"25.0395176,121.5520266",02-2731-3613,,無,無,有,有,有,有,有,無,有
三重集智門市,新北市 三重區 集智街56號,週一至週日 07:00-21:00,"25.0874004,121.4861039",02-2857-8613,,無,無,有,有,有,有,有,無,無
東山和順門市,台中市 北屯區 東山路一段318-1號,週一至週日 07:00-21:00,"24.175894821833918, 120.72237837887124",04-2437-3689,,無,無,有,有,有,有,有,無,無
台中民權門市,台中市 中區 民權路60號,週一至週日07:00-21:00,"24.1371963,120.6809351",04-2222-5790,,無,無,有,有,有,有,有,無,無
水萍塭門市,台南市 中西區 海安路一段96號,週一至週日 07:00-21:00,"22.9893599,120.1953272",06-223-6333,,無,無,有,有,有,無,無,無,無
見潭傑仕堡門市,台北市 士林區 承德路四段250號,週一至週日 07:00-17:00,"25.0891784,121.5204553",02-2883-8613,,無,無,有,有,有,有,有,無,有
瑞光316門市,台北市 內湖區 瑞光路316巷58號,週一至週五 07:00-18:00 週六、週日公休,"25.075882,121.5731649",02-2658-8613,,無,無,無,無,無,有,有,無,有
南海門市,台北市 中正區 南海路36號,週一至週日 07:00-17:00,"25.032181,121.515919",02-2321-1613,,無,無,無,無,有,有,有,無,有
和平麟光門市,台北市 大安區 和平東路三段310號1樓,週一至週日 07:00-17:00,"25.02033673408845, 121.55647880689156",02-2377-5613,,無,無,有,有,有,有,有,無,有
南港CITYLINK門市,台北市 南港區 忠孝東路七段369號,週一至週日 08:00-22:00,"25.052591104421477, 121.60612969243974",02-2653-8613,,無,無,無,有,有,有,無,無,無
忠孝松山門市,台北市 信義區 忠孝東路五段514號,平日07:00~16:30 週六假日07:30~16:30,"25.041199,121.579054",02-2727-9696,,無,無,有,有,有,有,有,無,無
昆明門市,台北市 萬華區 昆明街86號,週一至週日 07:30-22:00,"25.0453265,121.5053333",02-2388-1086,,無,無,有,有,有,有,有,無,無
新竹食品門市,新竹市 東區 食品路63號,週一至週日 07:00-21:00,"24.7987882,120.9791746",03-572-5588,,無,無,無,有,有,無,有,無,無
漢口崇德門市,台中市 北區 漢口路四段316號,07:00-21:00,"24.1668896,120.6837954",04-2234-1613,,無,無,有,有,有,有,有,無,有
松山蔦屋門市,台北市 信義區 松山路11號3樓,周一至周日 07:00-21:00,"25.04928138466398, 121.57828544456714",02-2748-6613,,無,無,無,有,有,有,有,無,無
民權西門市,台北市 中山區 民權西路3號、5號,週一至週日 07:00-22:00,"25.06295914717059, 121.52211374819603",02-2598-8613,,無,有,有,有,有,有,有,有,有
土城青雲門市,新北市 土城區 青雲路240號,07:00-21:00,"24.9805289,121.4589371",02-8273-1393,,無,無,無,有,有,有,有,無,無
清大圖書館門市,新竹市 東區 光復路二段101號(國立清華大學圖書館-旺宏館),週一至週日 07:30-20:00,"24.795616889765498, 120.99497708365169",03-5721613,,無,無,無,無,無,有,有,無,有
台中漢翔門市,台中市 西屯區 福星北路50號1樓,07:00-20:00,"24.18405719190223, 120.64483913695133",04-2706-6613,,無,無,無,無,無,有,有,無,有
忠孝善導寺門市,台北市 中正區 忠孝東路一段148號,週一至週日 07:00-21:00,"25.0440206,121.5256897",02-2395-6613,,無,無,無,有,有,有,有,無,有
台科醫揚門市,台北市 大安區 基隆路三段155巷57號,08:00-17:00,"25.0144825,121.5444065",02-2736-3613,,無,無,無,有,有,有,有,無,無
萬華青年公園門市,台北市 萬華區 青年路14號1樓,07:00-17:00,"25.02606800126109, 121.50584921152819",02-2305-8613,,無,無,無,無,有,有,有,無,有
國道石碇門市,新北市 石碇區 文山路一段6號(石碇服務區),週一至週五07:00-20:00 週六至週日07:00-21:00,"25.008995431539024, 121.64545671406057",02-2663-3613,,無,無,無,無,有,有,有,無,無
陽明交通大學門市,新竹市 大學路1001號女二舍1F,週一至週日 07:00-21:00,"24.784583413556888, 120.99949200121716",03-5722613,,無,無,無,有,有,有,有,無,無
新莊中正旗艦門市,新北市 新莊區 中正路285號,週一至週日07:00-22:00,"25.0054195,121.4201603",02-2208-1613,,無,無,有,有,有,有,有,無,有
通化門市,台北市 大安區 通化街1號,週一至週日07:00-21:00,"25.0322375,121.5544274",02-2700-5613,,無,無,無,有,有,有,有,無,有
港墘門市,台北市 內湖區 港墘路123號1F+B1F,週一至週日07:00-21:00,"25.07817202913733, 121.57626110671207",02-2657-8613,,無,無,無,有,有,有,有,無,有
忠孝頂好門市,台北市 大安區忠孝東路四段71號1F,(即將為您服務) 週一至週五07:00-20:00 週六至週日07:00-21:00,"25.0418735,121.5468813",,,無,無,無,無,無,無,無,無,無
研究院路門市,台北市 南港區 忠孝東路七段620號B1+1F,週一至週日 07:00-21:00,"25.052970396536224, 121.61590460783327",02-2783-1613,,無,無,無,有,有,有,有,無,有
北大學勤門市,新北市 樹林區 學勤路259號,週一至週日07:00-21:00,"24.948344,121.3791042",02-8970-1613,,無,無,有,有,有,有,有,無,有
信義吳興門市,台北市 信義區 基隆路二段16號,週一至週日07:00-21:00,"25.03211,121.5588005",02-2723-3613,,無,無,無,有,有,有,有,無,有
北捷x路易莎 聯名 旗艦門市,台北市 中山區中山北路二段48巷7號,週一至週五07:00-20:00 週六至週日07:00-21:00,"25.0558842,121.5212553",02-25112613,,無,無,有,有,有,有,有,無,無
竹南站前門市,苗栗縣 竹南鎮 民族街81號,週一至週日07:00-21:00,"24.6864402,120.8783174",037-550477,,無,無,無,有,有,無,有,無,無
八德國民運動中心門市,桃園市 八德區 廣福路230號,週一至週日07:00-21:00,"24.9598943,121.2939178",03-375-9625,,無,無,有,有,有,無,有,無,無
南投車埕門市,南投縣 水里鄉 車埕村民權巷127號,週一至週日09:00-17:30,"23.8320191,120.8657969",049-277-4088,,無,無,有,有,有,無,有,無,無
玉山總部門市,台北市 松山區 敦化北路315號、315之1號 1樓,週一至週日07:00-21:00,"25.059092044835808, 121.55026413656839",02-2719-8613,,無,有,有,有,有,有,有,無,有
中和連城門市,新北市 中和區 連城路469-1號,週一至週日07:00-21:00,"24.995761,121.4834131",02-2221-5700,,無,無,有,有,有,無,有,無,無
沅陵門市,台北市 中正區 沅陵街6號,週一至週日07:00-21:00,"25.042737,121.512824",02-2331-7677,,無,無,有,有,有,無,有,無,無
霧峰樹仁門市,台中市 霧峰區 樹仁路52號,週一至週日07:00-21:00,"24.0636404,120.6968917",04-2332-8886,,無,無,有,有,有,無,有,無,無
亞東誠品門市,新北市 板橋區 南雅南路二段21號B1,週一至週日07:00-20:00,"24.99725635503459, 121.45276722889608",02-8966-7676,,無,無,有,有,有,無,有,無,無
錦州門市,台北市 中山區 錦州街3號,週一至週日07:00-21:00,"25.0604461,121.5237897",02-2562-6613,,無,無,無,有,有,有,有,無,有
彰化北斗門市,彰化縣 北斗鎮 中山路二段57號,週一至週日07:00-22:00,"23.8750309,120.5183403",04-887-7585,,無,無,有,有,有,有,有,無,無
健康門市,台北市 松山區 健康路9號,週一至週日07:00-21:00,"25.0530598,121.552448",02-2719-6823,,無,無,有,有,有,有,有,無,無
南京新生門市,台北市 中山區 南京東路二段6號1樓,週一 - 週四 7:00 - 18:00 週五 7:00 - 15:00 六日 見紅為休息日,"25.051886116390364, 121.52826870801718",02-2536-1232,,無,無,有,有,有,有,有,無,無
天母門市,台北市 士林區 中山北路七段141巷2號,"週一至週五7:00~20:00
週六~週日7:30~20:00","25.1231638,121.5319292",02-2872-5613,,無,無,無,有,有,有,有,無,無
中山國中門市,台北市 中山區 錦州街436號,週一至週日07:00-19:00,"25.060031,121.542822",02-2507-6613,,無,無,無,有,有,有,有,無,有
微風南山門市,台北市 信義區 松智路17號(微風南山2F),"週一至週三07:30-21:30
週四至週五 07:30-22:00
週六 10:00-22:00(含例假日前夕)
週日 10:00-21:30","25.03450217032916, 121.56702405204537",02-2722-6613,,無,無,無,有,有,有,有,無,無
高雄大社門市,高雄市 大社區大社路42號,週一至週日7:00-22:00,"22.7331666,120.3485052",07-352-7688,,無,無,有,無,有,有,有,無,無
新竹立鵬門市,300新竹市 東區 立鵬路158號,週一至週日 07:00-21:00,"24.7918636,121.0113794",03-6667899,,無,無,有,有,有,有,有,無,無
華城社區門市,新北市 新店區 中正路696號1樓,週一至週日 07:00-20:00,"24.990521653097236, 121.53418044775545",02-22193613,,無,無,有,有,有,有,有,無,無
榮德山西門市,台中市 北屯區 榮德路263號,週一至週日7:00-21:00,"24.18265161466749, 120.67818935461308",04-23696263,,無,無,有,有,有,無,有,無,無
台北醫院門市,新北市 新莊區 思源路127號,週日 公休 週一～週五7:00～18:00 週六7:00～14:00,"25.0429446,121.4594267",02-29901399,,無,無,無,有,有,有,有,無,無
正義國宅門市,台北市 大安區 忠孝東路三段172號,週一至週日 07:00-22:00,"25.0414607,121.5386876",02-2731-6613,,無,無,無,有,有,有,有,無,無
草屯中正門市,南投縣 草屯鎮 中正路844號,週一至週日 07:00-21:00,"23.983842,120.686036",049-236-7719,,無,無,有,有,有,有,有,無,無
新店耕莘門市,新北市 新店區 中正路368號1-2F,週一至週日7:00~21:30,"24.976259658649614, 121.53520473801031",02-22193668,,無,無,有,有,有,有,有,無,無
新竹兒童馬偕醫院門市,新竹市 東區 建功二路28號1F,"週一至週五7:00-21:00
週末、國定假日7:00-18:00","24.797347279993158, 121.00287896906686",03-5751360,,無,無,有,有,有,有,有,無,無
松山高中門市,台北市 信義區 基隆路一段188-1號1樓,週一至週日7:00-21:00,"25.04209862583049, 121.56475718251747",02-27568099,,無,無,有,有,有,有,有,無,有
科技大樓門市,台北市 大安區 和平東路二段255號,"週一至週五7:00-20:30
週末、國定假日7:00-17:00","25.0250626,121.5438389",02-27840658,,無,無,有,有,有,有,有,無,無
金城延和門市,新北市 土城區 金城路三段195號,週一至週日 07:00-21:00,"24.9891208,121.4700235",02-2270-1395,,無,有,有,有,有,有,有,無,無
仁武八卦門市,高雄市 仁武區 京吉六路27號,週一至週6:30-21:30,"22.6843098,120.3427679",(07)375-2086,,無,無,有,有,無,有,有,無,無
部立桃園醫院門市,桃園市 桃園區 中山路1492號,"週一至週五7:00-17:00
週末/國定假日8:00-17:00","24.9779184,121.2670189",03-3706613,,無,無,無,有,有,有,有,無,無
合江門市,台北市 中山區 合江街27、29號1F,週一至週日 07:00-21:00,"25.055401738167436, 121.53919582741158",02-2503-6613,,無,無,有,有,有,有,有,無,無
板橋中正門市,新北市 板橋區 中正路237號,一~日07:00~21:00,"25.017987275927112, 121.45586255804895",02-2965-8613,,無,有,有,有,有,有,有,無,無
潭子勝利門市,台中市 潭子區 勝利路246號1.2樓,週一至週日 06:30-20:00,"24.211900895403055, 120.70060605140746",04-2535-8613,,無,有,有,有,有,有,有,無,有
敦南遠企,台北市 大安區 敦化南路二段277號1F,週一至週日 07:30-21:00,"25.024878245204764, 121.54908071131543",02-27386868,,無,無,無,有,有,有,有,無,無
信義敦南,台北市 大安區 信義路四段116號 B1.1F,週一至週日 07:00-21:00,"25.033134639795076, 121.54926085659713",02-2701-3681,,無,無,有,有,有,有,有,無,無
北城科大實習門市,台北市 北投區 學原路2號 愛園大樓,一～五07:30~20:00/六～日09:00~18:00,"25.132597539496384, 121.46793762760679",(02)2892-7154#6021,,無,有,有,有,有,有,無,無,無
蘆洲民族門市,新北市 蘆洲區 民族路366號,週一至週日07:00~20:00,"25.0910024,121.4759104",02-28487220,,無,無,有,有,有,有,有,無,無
阿里山觸口門市,嘉義縣 番路鄉 觸口村車埕51號,週一至週日7:30~17:30,"23.44600320426193, 120.58592448080053",05-2590019,,無,無,有,無,有,有,無,無,無
員林大同96門市,彰化縣 員林市 大同路二段96號,週一至週日7:30~19:30,"23.96879133427904, 120.57760718683016",04-8336683,,無,無,有,有,有,有,有,無,無
英業達總部門市,台北市 士林區 承德路四段166號1樓,週一至週日7:30~17:00,"25.085607707854845, 121.52287578396421",02-28801613,,無,無,有,有,有,有,無,無,無
幸福微微門市,新北市 新莊區 幸福路788號 1F、2F,週一至週日 07:00-20:00,"25.04921379795416, 121.44671349802024",02-22795613,,無,有,有,有,有,有,無,無,無
忠孝延吉門市,台北市 大安區 延吉街137巷4號,週一至週日 07:00-20:00,"25.0419054,121.5546514",02-87719797,,無,有,有,有,有,有,有,無,無
板橋府中門市,新北市 板橋區 重慶路32號,週一至週日7:00-21:00,"25.0075754,121.4612783",02-29527899,,無,無,有,有,有,有,有,無,無
板橋三民門市,新北市 板橋區 三民路二段141號,週一至週日7:00-21:00,"25.0151747,121.4793835",02-29552968,,無,無,有,有,有,有,有,無,無
士林至誠門市,台北市 士林區 至誠路二段35號1F+B1,週一至週日7:00-21:00,"25.101730149863144, 121.52899496285015",02-28355613,,無,無,有,有,有,有,有,無,無
蘆竹中山門市,桃園市 蘆竹區 中山路20號,週一到週日7:00～21:00,"25.0515208,121.3011898",03-3228613,,無,有,有,有,有,有,有,無,無
七張捷運門市,新北市 新店區 北新路二段166號,週一至週日 07:00-21:30,"24.9756359,121.5431648",02-8911-6088,,無,有,有,有,有,有,有,無,無
松山工農門市,台北市 信義區 忠孝東路五段236巷6-2號 1F、B1F,週一至週日 07:00-21:00,"25.040283576709868, 121.5717700345364",02-87898613,,無,無,有,有,有,有,有,無,無
八德建德門市,桃園市 八德區 建德路188號,週一至週日 07:00-21:00,"24.928233833072095, 121.2813177950987",03-3681-313,,無,無,有,有,有,有,有,無,無
士林捷運門市,台北市 士林區中正路224號,週一至週日 07:00-22:00,"25.095512,121.5259846",02-2832-0613,,無,無,有,有,有,有,有,無,無
蘆洲湧蓮門市,新北市 蘆洲區 中正路78號,週一至週日 07:00-21:00,"25.0836279,121.4703301",02-82812613,,無,無,有,有,有,有,有,無,無
Y17門市,台北市 中正區 仁愛路一段17號1樓,週一至週日 07:00-18:00,"25.039131027430905, 121.52223120227866",02-23225613,,無,無,有,有,有,有,有,無,有
桃園大有門市,桃園市 桃園區 大有路366號,週一至週日 07:00-19:00,"25.0102999,121.3193131",03-3587613,,無,無,有,有,有,有,有,無,無
新竹金山門市,新竹市 東區 金山六街33號1F,週一至週日 07:00-16:00,"24.7775165,121.0171602",03-5790073,,無,無,有,有,有,有,有,無,無
基隆愛二門市,基隆市 仁愛區 愛二路72號,週一至週日 07:00-22:00,"25.1295,121.7426049",02-24267100,,無,有,有,有,有,有,有,無,無
明志科大門市,新北市 泰山區 明志路三段193號,週一至週日 07:00-21:00,"25.0388055,121.4243283",02-2906-9613,,無,無,有,有,有,有,有,無,無
羅斯和平門市,台北市 中正區 羅斯福路二段56號1樓+B1,週一至週日 07:00-21:00,"25.027777530965558, 121.52166787347808",02-23216613,,無,無,有,有,有,有,有,無,有
高雄義大門市,高雄市 大樹區 三和里學城路一段5號12號C區LB樓,"週一至週五 11:00-22:00
週六至周日 10:00-22:00","22.729821087678385, 120.40644467128728",07-6568213,,無,無,有,有,有,有,有,無,無
沙鹿靜宜門市,台中市 沙鹿區 英才路102號,週一至週日 07:00-17:00,"24.225822249756185, 120.57140720117555",04-2631-1232,,無,無,有,有,有,有,有,無,無
蘆洲佳瑪門市,新北市 蘆洲區 九芎街90巷27號1樓,週一至週日 07:00-21:00,"25.081363657474732, 121.46456829711553",02-2289-6613,,無,無,有,有,有,有,有,無,無
暨南大學門市,南投縣 埔里鎮 大學路501號,週一至週日 08:00-17:00,"23.949837643311596, 120.92601799326515",049-2915615,,無,無,有,有,有,有,有,無,無
元智大學門市,桃園市 中壢區 遠東路135號,週一至週五 07:00-20:00,"24.970072557477533, 121.26804918036136",03-2854613,,有,有,有,有,有,有,有,無,無
中和安平門市,新北市 中和區 景平路402之2號,週一至週日 07:00-19:00,"24.993261,121.5092318",02-2252-5555,,無,無,有,有,有,有,有,無,無
虎科大門市,雲林縣 虎尾鎮 文化路64號,"週一至週五 08:00-17:30
週六至週日 08:00-17:00
遇國定假日和寒暑假依公告為主","23.7032948,120.4300871",05-6311-788,,無,無,有,有,有,有,有,無,無
